Producer;Wine name;Award;Score;Country;Region;Sub-region;Vintage;Color
Vinícola Campestre;Zanotto Merlot;Silver;90;Brazil;Campos de Cima da Serra;Not Applicable;2020;Red
Dourthe;La Terrasse De La Garde;Silver;91;France;Bordeaux;Pessac-Léognan;2020;Red
Lowestoft;Single Vineyard Pinot Noir;Silver;91;Australia;Tasmania;Derwent Valley;2020;Red
Scarbolo;Salvadi Pinot Grigio;Silver;93;Italy;Friuli-Venezia Giulia;Friuli;2020;Orange
Lowestoft;Chardonnay;Silver;92;Australia;Tasmania;Not Applicable;2020;White
Coughlan Estate;Semillon;Silver;91;Australia;Western Australia;Geographe;2020;White
Château Paloumey;-;Silver;92;France;Bordeaux;Haut-Médoc;2020;Red
Château Cantelaudette;Grand Vin;Silver;90;France;Bordeaux;Graves de Vayres;2020;Red
Domaine Cauhapé;Quatre Temps;Silver;92;France;Southwest France;Jurançon Sec;2020;White
Dark Horse Vineyard;Chardonnay;Silver;90;Canada;British Columbia;Golden Mile Bench;2020;White
Jackson-Triggs;Grand Reserve Pinot Noir;Silver;91;Canada;Ontario - Niagara Peninsula;Not Applicable;2020;Red
Moretti Omero;Rosso;Silver;92;Italy;Umbria;Montefalco;2020;Red
Torresilo;-;Silver;94;Spain;Ribera del Duero;Not Applicable;2020;Red
Château De L'ou;Compartir;Silver;91;France;Languedoc-Roussillon;Côtes du Roussillon Villages;2020;Red
Château Laujac;-;Silver;91;France;Bordeaux;Médoc;2020;Red
Castello Della Paneretta;-;Silver;91;Italy;Tuscany;Chianti Classico;2020;Red
Cantine Colomba Bianca;Quarantanni Riserva;Silver;90;Italy;Sicily;Sicilia;2020;Red
Mas Champart;-;Silver;90;France;Languedoc-Roussillon;Saint-Chinian;2020;White
Hester Creek Estate Winery;Old Vine Cabernet Franc;Silver;90;Canada;British Columbia;Golden Mile Bench;2020;Red
Château Le Grand Verdus;La Petite Merlotte;Silver;90;France;Bordeaux;Bordeaux Supérieur;2020;Red
St. Jodern Kellerei and Fredi Torres;Heida Visperterminen;Silver;94;Switzerland;Valais;Wallis;2020;White
Tinhorn Creek;Chardonnay Reserve;Silver;90;Canada;British Columbia;Okanagan Valley;2020;White
Vallepicciola;-;Silver;92;Italy;Tuscany;Toscana;2020;Red
Quails' Gate;Stewart Family Reserve Chardonnay;Silver;91;Canada;British Columbia;Okanagan Valley;2020;White
Caves De Rauzan;Château Le Mayne Cabanot;Silver;91;France;Bordeaux;Bordeaux;2020;Red
Chateau Du Vieux Parc;La Selection;Silver;90;France;Languedoc-Roussillon;Corbières;2020;Red
St. Jodern Kellerei;Diavoletto;Silver;91;Switzerland;Valais;Wallis;2020;Red
St. Jodern Kellerei;Heida Veritas;Silver;90;Switzerland;Valais;Wallis;2020;White
St. Jodern Kellerei;Barrique Heida;Silver;92;Switzerland;Valais;Wallis;2020;White
Domaine Julien De L'embisque;-;Silver;92;France;Rhône;Côtes du Rhône Villages Suze-la-Rousse;2020;Red
Casa Geraldo;Mantis Cabernet Sauvignon;Silver;90;Brazil;Serra da Mantiqueira;Not Applicable;2020;Red
Casa Geraldo Indústria Vitivinícola;Colheita De Inverno Gran Reserva Cabernet Franc;Silver;91;Brazil;Serra da Mantiqueira;Not Applicable;2020;Red
See Ya Later Ranch;Ping-Meritage;Silver;90;Canada;British Columbia;Okanagan Valley;2020;Red
See Ya Later Ranch;Rover Shiraz-Viognier;Silver;90;Canada;British Columbia;Okanagan Valley;2020;Red
Saint Preignan;Cuvée H;Silver;90;France;Languedoc-Roussillon;Languedoc;2020;Red
Finca Rodma;Selección;Silver;93;Spain;Ribera del Duero;Not Applicable;2020;Red
Finca Rodma;Avizor;Silver;91;Spain;Ribera del Duero;Not Applicable;2020;Red
Adamo Estate Winery;Red Head Pinot Noir;Silver;91;Canada;Ontario - Niagara Peninsula;Not Applicable;2020;Red
Maison Trenel;La Madone;Silver;90;France;Beaujolais;Fleurie;2020;Red
Kacaba;Signature Series Reserve Merlot;Silver;90;Canada;Ontario - Niagara Peninsula;Niagara Escarpment;2020;Red
Domaines Chevaliers;Lux Vina Clos De Pachje Pinot Noir;Silver;91;Switzerland;Valais;Wallis;2020;Red
Domaines Chevaliers;Lux Vina Neyrun Cornalin;Silver;90;Switzerland;Valais;Wallis;2020;Red
Domaines Chevaliers;Rhône Saga Lux Vina Syrah;Silver;91;Switzerland;Valais;Wallis;2020;Red
Domaines Chevaliers;Lux Vina Altimus Petite Arvine;Silver;91;Switzerland;Valais;Wallis;2020;White
Domaines Chevaliers;Lux Vina Probus Viognier;Silver;90;Switzerland;Valais;Wallis;2020;White
Domaine De L'Argenteille;Garric;Silver;92;France;Languedoc-Roussillon;Languedoc Terrasses du Larzac;2020;Red
Jean-Luc Baldès;Malbec Du Clos;Silver;92;France;Southwest France;Cahors;2020;Red
Jean-Luc Baldès;Petit Clos Malbec;Silver;90;France;Southwest France;Cahors;2020;Red
Henschke;Johann's Garden;Silver;92;Australia;South Australia;Barossa Valley;2020;Red
Changyu;Noble Dragon Anniversary;Silver;92;China (Mainland);Shandong;Yantai;2020;Red
Nk'mip Cellars;Qwam Qwmt Syrah;Silver;90;Canada;British Columbia;Okanagan Valley;2020;Red
Château Tour Perey;-;Silver;92;France;Bordeaux;Saint-Emilion Grand Cru;2020;Red
Château La Fleur Perey;-;Silver;90;France;Bordeaux;Saint-Emilion Grand Cru;2020;Red
Casadei;Sogno Mediterraneo Syrah;Silver;90;Italy;Tuscany;Toscana;2020;Red
Château Haut Condissas;Prestige;Silver;91;France;Bordeaux;Médoc;2020;Red
Cantina Terlano;Porphyr Lagrein;Silver;92;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;Red
Cantina Andrian;Tor Di Lupo Lagrein;Silver;90;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;Red
Cave Le Gravillas;1935;Silver;90;France;Rhône;Côtes du Rhône Villages Sablet;2020;Red
Inniskillin;Reserve Cabernet Franc;Silver;90;Canada;Ontario - Niagara Peninsula;Not Applicable;2020;Red
Tarras Vineyards;Pinot Noir;Silver;92;New Zealand;Central Otago;Bendigo;2020;Red
Tarras Vineyards;The Canyon Pinot Noir;Silver;90;New Zealand;Central Otago;Bendigo;2020;Red
Aegerter;Les Grèves;Silver;92;France;Burgundy;Beaune 1er Cru;2020;Red
Aegerter;Les Reversées;Silver;90;France;Burgundy;Beaune 1er Cru;2020;Red
Château Romanin;La Chapelle;Silver;92;France;Provence;Les Baux-de-Provence;2020;Red
Château Bourdieu;-;Silver;90;France;Bordeaux;Blaye Côtes de Bordeaux;2020;Red
Los Losares;Pie Franco Monastrell;Silver;92;Spain;Almansa;Not Applicable;2020;Red
Château Grand Mazerolles;-;Silver;90;France;Bordeaux;Blaye Côtes de Bordeaux;2020;Red
Henry of Pelham Family Estate Winery;Speck Family Reserve Cabernet-Merlot;Silver;90;Canada;Ontario - Niagara Peninsula;Short Hills Bench;2020;Red
Henry of Pelham Family Estate Winery;Speck Family Reserve Pinot Noir;Silver;90;Canada;Ontario - Niagara Peninsula;Short Hills Bench;2020;Red
Bergerie Du Capucin;Dame Jeanne;Silver;90;France;Languedoc-Roussillon;Languedoc Pic Saint Loup;2020;Red
Pescaja;Solneri;Silver;92;Italy;Piedmont;Barbera d' Alba Superiore;2020;Red
Madame Aly Duhr;Wormeldange Koeppchen Riesling;Silver;93;Luxembourg;Moselle;Not Applicable;2020;White
Iuppa;Clo;Silver;92;Italy;Sicily;Etna;2020;Red
Iuppa;Lindo;Silver;92;Italy;Sicily;Etna Bianco Superiore;2020;White
Château Maris;Brama;Silver;91;France;Languedoc-Roussillon;Vin de France;2020;White
Fort Berens Estate Winery;Red Gold Reserve;Silver;91;Canada;British Columbia;Lillooet;2020;Red
Fort Berens Estate Winery;Meritage Reserve;Silver;91;Canada;British Columbia;Lillooet;2020;Red
Fort Berens Estate Winery;Reserve Cabernet Franc;Silver;91;Canada;British Columbia;Lillooet;2020;Red
Creekside Estate Winery;Iconoclast Syrah;Silver;91;Canada;Ontario - Niagara Peninsula;St. David's Bench;2020;Red
Creekside Estate Winery;Iconoclast Sauvignon-Semillon;Silver;91;Canada;Ontario - Niagara Peninsula;Not Applicable;2020;White
Xige Estate;N28 Malbec;Silver;92;China (Mainland);Ningxia;Helan Mountain East;2020;Red
Xige Estate;N50;Silver;91;China (Mainland);Ningxia;Helan Mountain East;2020;Red
Monte Creek Winery;Ancient Waters Chardonnay;Silver;91;Canada;British Columbia;Thompson Valley;2020;White
Vida Péter;Bikavér;Silver;93;Hungary;Dél-Pannónia;Szekszárd;2020;Red
Schwarzenbach Weinbau;Sélection Pinot Noir;Silver;90;Switzerland;Eastern Cantons;Zürichsee;2020;Red
Vida Péter;La Vida;Silver;91;Hungary;Dél-Pannónia;Szekszárd;2020;Red
La Cendra;Family Selection Garnacha;Silver;94;Spain;Cebreros;Not Applicable;2020;Red
Burrowing Owl Estate Winery;Syrah;Silver;91;Canada;British Columbia;Okanagan Valley;2020;Red
Château La Croix Du Grand Jard;-;Silver;94;France;Bordeaux;Bordeaux;2020;Red
Domaine Des Nugues;-;Silver;90;France;Beaujolais;Moulin-à-Vent;2020;Red
Ravine Vineyard;Cabernet Sauvignon;Silver;91;Canada;Ontario - Niagara Peninsula;St. David's Bench;2020;Red
Ravine Vineyard;Reserve Cabernet Sauvignon;Silver;91;Canada;Ontario - Niagara Peninsula;St. David's Bench;2020;Red
Ravine Vineyard;Reserve Merlot;Silver;91;Canada;Ontario - Niagara Peninsula;St. David's Bench;2020;Red
Ghost Corner;Syrah;Silver;91;South Africa;Cape Agulhas;Elim;2020;Red
Backyard Vineyards;Reserve Syrah;Silver;93;Canada;British Columbia;Not Applicable;2020;Red
Asda;Extra Special;Silver;90;France;Loire;Touraine;2020;White
Jean Louis Lhumeau;Confidentiel;Silver;90;France;Loire;Rosé de Loire;2020;Rosé
Cederberg Wines;Nieuwoudt Five Generations Cabernet Sauvignon;Silver;92;South Africa;Cederberg;Not Applicable;2020;Red
Cederberg Wines;Cabernet Sauvignon;Silver;93;South Africa;Cederberg;Not Applicable;2020;Red
Bodegas Resalte;Gran Resalte;Silver;92;Spain;Ribera del Duero;Not Applicable;2020;Red
Katarzyna;Encore Syrah;Silver;92;Bulgaria;Southern Region - Thracian Lowland;Thracian Valley;2020;Red
Gialdi;Sassi Grossi;Silver;94;Switzerland;Ticino;Not Applicable;2020;Red
Chateau Grand Tayac;Cuvee Reserve;Silver;92;France;Bordeaux;Margaux;2020;Red
Mission Hill Family Estate;Reserve Merlot;Silver;90;Canada;British Columbia;Okanagan Valley;2020;Red
Road 13 Vineyards;Select Harvest GSM;Silver;93;Canada;British Columbia;Okanagan Valley;2020;Red
Road 13 Vineyards;John Oliver Malbec;Silver;91;Canada;British Columbia;Okanagan Valley;2020;Red
Road 13 Vineyards;John Oliver Cabernet Franc;Silver;91;Canada;British Columbia;Okanagan Valley;2020;Red
Liquidity Wines;Reserve Cabernet Franc;Silver;90;Canada;British Columbia;Okanagan Valley;2020;Red
Liquidity Wines;Alto;Silver;91;Canada;British Columbia;Okanagan Valley;2020;Red
Liquidity Wines;Reserve Pinot Noir;Silver;90;Canada;British Columbia;Okanagan Valley;2020;Red
Liquidity Wines;Dividend;Silver;91;Canada;British Columbia;Okanagan Valley;2020;Red
Cedarcreek Estate Winery;Platinum Jagged Rock Vineyard Syrah;Silver;91;Canada;British Columbia;Okanagan Valley;2020;Red
Domaine la Grange;Réserve;Silver;90;France;Languedoc-Roussillon;Languedoc Pézenas;2020;Red
Domaine la Grange;Castalides Icône;Silver;92;France;Languedoc-Roussillon;Languedoc Pézenas;2020;Red
Domaine la Grange;Édition;Silver;91;France;Languedoc-Roussillon;Languedoc Pézenas;2020;Red
Flat Rock Cellars;Gravity Pinot Noir;Silver;91;Canada;Ontario - Niagara Peninsula;Twenty Mile Bench;2020;Red
Cape Mentelle;ICON Shiraz;Silver;92;Australia;Western Australia;Margaret River;2020;Red
Cape Mentelle;Icon Cabernet Sauvignon;Silver;91;Australia;Western Australia;Margaret River;2020;Red
Altar Uco;Edad Media Blanco;Silver;90;Argentina;Mendoza;Tupungato;2020;White
Domaine De La Croix-Belle;Cascaïllou;Silver;90;France;Languedoc-Roussillon;IGP Côtes de Thongue;2020;Red
Vini & Distillati Angelo Delea;Carato;Silver;91;Switzerland;Ticino;Not Applicable;2020;Red
Vini & Distillati Angelo Delea;Il Mago Merlot;Silver;92;Switzerland;Ticino;Not Applicable;2020;Red
Domaine Martin Clerc;Côteaux De Bassenon;Silver;90;France;Rhône;Côte Rotie;2020;Red
Domaine Martin Clerc;Collet;Silver;92;France;Rhône;Côte Rotie;2020;Red
Domaine Martin Clerc;Côte Bellay;Silver;91;France;Rhône;Condrieu;2020;White
Casas Del Toqui;Gran Toqui Carmenere;Silver;90;Chile;Cachapoal;Alto Cachapoal;2020;Red
Celler Piñol;Sa Natura;Silver;91;Spain;Terra Alta;Not Applicable;2020;Red
El Esteco;Fincas Notables;Silver;90;Argentina;Salta;Calchaquíes;2020;Red
Domaine Rabiega;Clos Dière La Barrique;Silver;90;France;Provence;Côtes de Provence;2020;Red
Domaine Des Anges;Archange;Silver;90;France;Rhône;Ventoux;2020;Red
Vignobles Jeanjean;Mas De Lunès L'Emblématique 1936;Silver;91;France;Languedoc-Roussillon;Languedoc Grès de Montpellier;2020;Red
Chateau Lamagdelaine Noire;Malbec;Silver;90;France;Southwest France;Cahors;2020;Red
Domaine De Mériguet;Dm Grand Meriguet;Silver;91;France;Southwest France;Cahors;2020;Red
Marynissen Estates;Meritage;Silver;93;Canada;Ontario - Niagara Peninsula;Not Applicable;2020;Red
Marynissen Estates;Platinum Series Cabernet Franc;Silver;90;Canada;Ontario - Niagara Peninsula;Not Applicable;2020;Red
Fogolar;Picone Vineyard Cabernet Franc;Silver;90;Canada;Ontario - Niagara Peninsula;Vinemount Ridge;2020;Red
Vina Čuk;Otus Cuvée Rdeće;Silver;90;Slovenia;Primorska;Vipavska Dolina;2020;Red
Bodegas Epifanio Rivera;Erial Tradicion Familia;Silver;91;Spain;Ribera del Duero;Not Applicable;2020;Red
Bodegas Epifanio Rivera;Erial;Silver;91;Spain;Ribera del Duero;Crianza;2020;Red
Saint Clair Family Estate;Pioneer Block 17 Pleatau Syrah;Silver;90;New Zealand;Hawke's Bay;Gimblett Gravels;2020;Red
Herdade Monte Da Cal;Saturno Reserva;Silver;92;Portugal;Alentejano;Not Applicable;2020;White
Casa De Santar;-;Silver;90;Portugal;Dão;Not Applicable;2020;Red
Domaine Du Chardonnay;Paradis;Silver;90;France;Burgundy;Chablis;2020;White
Domaine Du Chardonnay;Montmains;Silver;91;France;Burgundy;Chablis 1er Cru;2020;White
Domaine Du Chardonnay;Vaugiraut;Silver;92;France;Burgundy;Chablis 1er Cru;2020;White
Brivio;Riflessi d'Epoca;Silver;92;Switzerland;Ticino;Not Applicable;2020;Red
Penfolds;Bin 150 Marananga Shiraz;Silver;92;Australia;South Australia;Barossa Valley;2020;Red
Penfolds;Bin 798 RWT;Silver;90;Australia;South Australia;Barossa Valley;2020;Red
Greenock Creek;Stone Block Shiraz;Silver;92;Australia;South Australia;Barossa Valley;2020;Red
Kaiken Wines;Ultra Cabernet Sauvignon;Silver;90;Argentina;Mendoza;Vistalba, Luján de Cuyo;2020;Red
Kaiken Wines;Mai;Silver;90;Argentina;Mendoza;Vistalba, Luján de Cuyo;2020;Red
Chilano;Gold Premium Cabernet Sauvignon;Silver;94;Chile;Colchagua;Apalta;2020;Red
Kellerei Bozen;Thalman Pinot Nero;Silver;91;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;Red
Kellerei Bozen;Greel Sauvignon;Silver;90;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;White
Kellerei Bozen;Stegher Chardonnay;Silver;92;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;White
Viña Estampa;Reserva Cabernet Sauvignon-Petit Verdot;Silver;90;Chile;Colchagua;Not Applicable;2020;Red
Bella Terra Vineyards;Meritage;Silver;90;Canada;Ontario - Niagara Peninsula;Four Mile Creek;2020;Red
Elena Walch;Castel Ringberg Chardonnay;Silver;92;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;White
Fortemasso;-;Silver;90;Italy;Piedmont;Barbera d'Alba;2020;Red
Azienda Agricola Il Palazzo;Sal Terrae;Silver;90;Italy;Tuscany;Toscana;2020;Red
Silk Road Vineyards;Explore Red Blend;Silver;90;China (Mainland);Xinjiang;Yili;2020;Red
Bodegas La Cepa Alta;LaVeguilla;Silver;90;Spain;Ribera del Duero;Crianza;2020;Red
Château Les Arbousiers;-;Silver;90;France;Languedoc-Roussillon;Faugères;2020;Red
Abbazia di Novacella;Praepositus Riesling;Silver;90;Italy;Trentino-Alto Adige/Südtirol;Alto Adige Valle Isarco;2020;White
Rutini;Single Vineyard Cabernet Sauvignon;Silver;94;Argentina;Mendoza;Gualtallary, Tupungato;2020;Red
Rutini;Single Vineyard Malbec;Silver;94;Argentina;Mendoza;Gualtallary, Tupungato;2020;Red
Eisenstone;Sr807 Koonunga Shiraz;Silver;90;Australia;South Australia;Barossa Valley;2020;Red
Fáutor Winery;Illustro Limited Edition Grande Reserva;Silver;90;Moldova;Valul Lui Traian;Not applicable;2020;White
Vignalta;Gemola Chardonnay;Silver;91;Italy;Veneto;Colli Euganei;2020;White
Vouni Panayia;Alina Xynisteri;Silver;90;Cyprus;Paphos;Regional Wines;2020;White
Eisenstone Wines;McDonald Vyd. Marananga SV904 Shiraz;Silver;90;Australia;South Australia;Barossa Valley;2020;Red
Little Engine;Platinum Chardonnay;Silver;91;Canada;British Columbia;Naramata Bench;2020;White
Kono;Tohu Whenua Matua Single Vineyard Chardonnay;Silver;90;New Zealand;Nelson;Upper Moutere;2020;White
Domaine de la Zouina;Volubilia Classic;Silver;90;Morocco;Meknès & Fès;Guerrouane;2020;Red
Kellerei Bozen;Prestige Grieser Lagrein;Silver;93;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;Red
Kellerei Bozen;Taber Lagrein;Silver;90;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol Riserva;2020;Red
Chateau Copower Jade;Fei Tswei Fei;Silver;91;China (Mainland);Ningxia;Helan Mountain East;2020;Red
Domaine de Capion;Chardonnay;Silver;92;France;Languedoc-Roussillon;IGP Saint-Guilhem-le-Désert;2020;White
Domaine Jacques Tissot;"Chardonnay ""Les Corvees Sous Curon""";Silver;90;France;Jura;Arbois;2020;White
Alexander Valley Vineyards;Merlot;Silver;90;United States;California;Alexander Valley;2020;Red
The Foreign Affair Winery;Temptress;Silver;91;Canada;Ontario - Niagara Peninsula;Vinemount Ridge;2020;Red
Opta Wines;Reserva;Silver;90;Portugal;Dão;Not Applicable;2020;Red
Château Livran;-;Silver;94;France;Bordeaux;Médoc;2020;Red
Chaffey Bros.;Evangeline Syrah;Silver;90;Australia;South Australia;Eden Valley;2020;Red
Chaffey Bros. Wine;Elijah Shiraz;Silver;92;Australia;South Australia;Eden Valley;2020;Red
Abadia De San Quirce;M9;Silver;91;Spain;Ribera del Duero;Not Applicable;2020;Red
Château Vullierens;Galotta;Silver;91;Switzerland;Vaud;Morges Grand Cru;2020;Red
Château De Vullierens;Garanoir;Silver;92;Switzerland;Vaud;Morges Grand Cru;2020;Red
Maria Teresa Lopez Fidalgo;O Cabalin;Silver;94;Spain;Valdeorras;Not Applicable;2020;Red
Peller Estates;Signature Series Cabernet Franc;Silver;90;Canada;Ontario - Niagara Peninsula;Four Mile Creek;2020;Red
Peller Estates;Signature Series Cabernet Sauvignon;Silver;90;Canada;Ontario - Niagara Peninsula;Four Mile Creek;2020;Red
Delta Estate;Pinot Blanc;Silver;90;New Zealand;Marlborough;Waihopai Valley;2020;White
Wayne Gretzky Estates;no.99 the Icon;Silver;92;Canada;Ontario - Niagara Peninsula;Niagara-on-the-Lake;2020;Red
Château Laffitte Caracasset;-;Silver;90;France;Bordeaux;Saint-Estèphe;2020;Red
Lailey Winery;Stonebridge Reserve Merlot;Silver;91;Canada;Ontario - Niagara Peninsula;Four Mile Creek;2020;Red
Trius;Grand Red;Silver;90;Canada;Ontario - Niagara Peninsula;Four Mile Creek;2020;Red
Trius;Showcase Red Shale Cabernet Franc;Silver;90;Canada;Ontario - Niagara Peninsula;Four Mile Creek;2020;Red
Trius;Showcase East Block Cabernet Sauvignon;Silver;92;Canada;Ontario - Niagara Peninsula;Four Mile Creek;2020;Red
Vieux Château Landon;-;Silver;90;France;Bordeaux;Médoc;2020;Red
Tenuta Casenuove;-;Silver;91;Italy;Tuscany;Chianti Classico;2020;Red
Thirty Bench;Small Lot Cabernet Sauvignon;Silver;91;Canada;Ontario - Niagara Peninsula;Beamsville Bench;2020;Red
Chateau Les Mesclances;Faustine;Silver;91;France;Provence;Côtes de Provence La Londe;2020;Red
Vinícola Artesã;Mar De Morros Syrah;Silver;90;Brazil;Serra da Mantiqueira;Not Applicable;2020;Red
Mainova;Mainada Castelão;Silver;92;Portugal;Alentejano;Not Applicable;2020;Red
Mainova;Milmat Reserva;Silver;92;Portugal;Alentejano;Not Applicable;2020;Red
Esencia Wines Cellars;Lunático;Silver;91;Spain;Jumilla;Not Applicable;2020;Red
Quinta Do Sobreiró De Cima;Reserva;Silver;90;Portugal;Trás-os-Montes;Not Applicable;2020;Red
Cantine Astroni;Tenuta Jossa;Silver;90;Italy;Campania;Campi Flegrei;2020;White
Domaine Les Caizergues;Le Traucat;Silver;91;France;Languedoc-Roussillon;Languedoc Terrasses du Larzac;2020;Red
Stellenbosch 1679;Cabernet Sauvignon;Silver;92;South Africa;Stellenbosch;Not Applicable;2020;Red
Stellenbosch 1679;Single Vineyard Old Vine Pinotage;Silver;90;South Africa;Stellenbosch;Not Applicable;2020;Red
Domaine Des Riottes;Les Charmots;Silver;91;France;Burgundy;Pommard 1er Cru;2020;Red
Domaine Des Riottes;Les Lavières;Silver;91;France;Burgundy;Savigny-lès-Beaune 1er Cru;2020;Red
Château Bel-Air La Royère;L'Esprit;Silver;90;France;Bordeaux;Blaye Côtes de Bordeaux;2020;Red
Tenuta San Vito;Madiere;Silver;91;Italy;Tuscany;Chianti Colli Fiorentini Riserva;2020;Red
Teperberg;Essence Cabernet Sauvignon;Silver;91;Israel;Not Applicable;Not Applicable;2020;Red
Teperberg;Legacy Petite Sirah;Silver;90;Israel;Shomron;Not Applicable;2020;Red
Château Haut Breton Larigaudière;-;Silver;91;France;Bordeaux;Margaux;2020;Red
Cave Du Roi Dagobert;Riesling;Silver;91;France;Alsace;Grand Cru Altenberg-de-Bergbieten;2020;White
Baron De Montfaucon;Cuvée Bimard;Silver;91;France;Rhône;Châteauneuf-du-Pape;2020;Red
